Block Number,Proposer ID,Builder ID,Winning Bid Value,Winning Block Value,Reward,Builder ID 1 Bid,Builder ID 2 Bid,Builder ID 3 Bid,Builder ID 4 Bid,Builder ID 5 Bid,Builder ID 10 Bid,Builder ID 30 Bid,Builder ID 50 Bid,Builder ID 70 Bid,Builder ID 90 Bid,Builder ID 1 Block Value,Builder ID 2 Block Value,Builder ID 3 Block Value,Builder ID 4 Block Value,Builder ID 5 Block Value,Builder ID 10 Block Value,Builder ID 30 Block Value,Builder ID 50 Block Value,Builder ID 70 Block Value,Builder ID 90 Block Value
1379,4,10,583.58,655.16,71.5802,248.105,0,0,0,0,583.58,0,0,519.01,0,396.21,304.203,372.918,120.779,475.251,655.16,443.42,521.371,736.02,510.835
1380,5,5,638.93,638.93,638.93,0,434.875,509.325,0,583.465,0,581.146,508.89,509.332,518.594,407.428,487.75,526.65,116.939,638.93,355.145,582.292,647.78,528.665,643.188
1381,30,70,519.182,642.365,123.182,0,0,0,0,0,0,0,0,519.182,518.804,354.89,407.048,424.819,62.6012,375.717,393.777,332.701,512.13,642.365,527.608
1382,10,1,312.619,325.239,12.6193,312.619,0,0,0,0,0,248.103,0,0,0,325.239,329.578,330.081,159.16,367.786,287.836,424.207,339.634,351.321,391.221
1383,1,3,249.012,316.024,67.0121,0,0,249.012,0,0,0,0,0,0,0,176.579,182.93,316.024,119.76,266.463,361.907,241.245,379.843,245.856,396.395
1384,5,5,321.921,321.921,321.921,0,0,0,0,0,248.91,0,254.138,0,0,122.352,213.507,160.962,138.152,321.921,399.819,279.408,508.277,360.151,470.233
1385,4,10,444.601,467.202,22.601,0,0,444.421,0,0,444.601,312.625,444.534,263.23,0,175.705,116.43,464.841,132.979,272.063,467.202,343.25,541.068,526.459,382.811
1386,5,5,552.021,552.021,552.021,0,0,0,0,435.01,0,0,0,444.355,435.191,279.227,322.416,414.751,94.1502,552.021,322.536,301.961,479.275,478.71,590.382
1387,2,30,362.269,374.538,12.269,0,0,312.986,0,0,0,362.269,334.851,0,249.011,211.243,225.872,455.973,90.9724,402.186,389.617,374.538,355.702,290.911,342.023
1388,90,90,400.486,400.486,400.486,0,0,335.055,0,259.272,317.966,0,0,312.658,0,97.9201,389.521,656.111,33.4714,518.544,635.932,288.615,367.049,599.316,400.486
1389,70,70,664.229,664.229,664.229,0,0,639.682,0,520.042,366.596,0,362.389,335.115,444.266,87.5863,417.011,691.363,202.517,672.084,733.192,355.827,492.779,664.229,602.531
1390,10,10,720.824,720.824,720.824,0,0,438.235,0,355.067,639.412,0,438.946,335.215,386.338,297.421,431.51,664.469,131.77,710.134,720.824,313.772,621.893,492.43,772.676
1391,1,90,335.566,491.131,155.566,0,0,0,0,0,0,0,0,0,335.566,251.776,397.088,517.85,166.043,427.423,389.711,405.959,436.442,543.774,491.131
1392,10,70,361.922,541.845,179.922,0,0,0,0,0,0,0,0,361.922,334.946,145.387,103.887,562.314,77.061,347.67,297.94,285.349,318.016,541.845,461.891
1393,3,3,507.287,507.287,507.287,0,0,0,0,0,0,0,0,0,0,174.039,478.285,507.287,73.4618,413.896,232.836,280.035,318.547,349.349,585.127
1394,1,90,361.884,545.768,183.884,0,0,0,0,0,0,0,0,0,361.884,51.4433,165.663,280.339,169.033,342.72,450.57,267.292,225.384,427.6,545.768
1395,10,10,559.581,559.581,559.581,0,0,0,0,0,0,0,0,0,361.759,178.33,222.664,452.309,216.557,418.174,559.581,269.225,410.632,453.015,467.518
1396,1,70,523.135,596.27,73.1351,0,0,0,0,0,0,258.719,0,523.135,438.536,338.267,319.303,508.412,163.105,378.048,447.046,387.438,471.645,596.27,513.073
1397,1,1,305.883,305.883,305.883,0,0,0,0,0,0,0,259.047,0,0,305.883,269.069,314.406,170.875,455.114,476.507,351.142,406.093,513.47,471.591
1398,50,50,640.478,640.478,640.478,0,0,557.52,0,521.203,476.089,0,462.239,475.173,0,339.92,428.468,605.041,189.892,590.406,666.177,429.271,640.478,788.346,393.867
1399,30,5,556.888,637.776,80.888,0,0,0,0,556.888,546.16,0,0,545.432,545.432,343.447,350.656,448.549,386.192,637.776,582.32,370.58,410.108,616.864,616.864
1400,2,2,617.261,617.261,617.261,0,453.631,0,0,0,521.538,0,0,0,522.148,200.976,617.261,437.223,93.524,438.377,557.076,391.484,325.33,454.386,528.297
1401,4,90,262.836,525.671,262.836,0,0,0,0,259.088,0,0,0,259.501,262.836,73.3294,316.841,398.025,129.025,358.176,461.141,392.565,331.988,519.002,525.671
1402,30,5,462.394,462.787,0.393687,0,0,453.177,0,462.394,258.71,205.479,0,461.867,258.611,152.769,173.972,550.353,251.753,462.787,445.42,372.958,430.318,525.734,513.221
1403,5,5,392.004,392.004,392.004,0,0,290.329,0,0,0,0,0,0,0,132.671,227.681,580.658,109.341,392.004,520.736,215.991,243.388,445.995,391.665
1404,3,3,803.498,803.498,803.498,0,0,545.749,0,462.125,506.001,0,206.132,0,0,289.557,493.783,803.498,28.1014,474.25,516.003,468.432,256.264,474.583,396.237
1405,50,50,342.499,342.499,342.499,0,0,0,0,0,0,0,0,0,0,245.044,234.883,336.048,281.752,393.782,357.099,411.98,342.499,361.164,410.924
1406,3,50,545.288,592.576,47.2878,0,0,0,0,0,454.079,0,545.288,271.985,286.635,274.618,373.22,452.504,362.044,274.618,548.158,492.996,592.576,543.971,573.27
1407,90,90,643.068,643.068,643.068,0,532.038,497.648,0,471.495,290.959,0,545.203,545.667,497.534,375.305,602.076,585.295,306.958,686.991,581.918,508.313,614.405,773.335,643.068
1408,30,70,545.66,595.319,49.6595,0,0,0,0,0,0,0,0,545.66,0,220.358,284.963,300.867,226.124,341.05,465.078,276.133,324.294,595.319,321.219
1409,90,90,270.223,270.223,270.223,0,0,0,0,259.492,0,0,0,0,0,210.485,221.403,399.133,125.928,518.983,355.856,286.618,481.476,224.687,270.223
1410,5,5,749.258,749.258,749.258,0,0,591.123,0,545.629,497.405,459.823,412.731,497.933,412.48,348.587,512.756,622.246,201.672,749.258,680.809,609.645,741.462,721.867,662.961
1411,90,5,545.826,593.653,47.8264,0,0,0,0,545.826,0,341.676,0,412.809,0,159.552,219.451,462.885,200.133,593.653,514.255,399.351,485.301,531.618,471.247
1412,4,30,340.642,369.284,28.6418,0,0,0,0,0,0,340.642,0,0,0,90.6016,262.429,182.947,68.587,417.11,369.284,369.284,453.662,289.321,442.5
1413,30,90,579.166,590.332,11.166,0,341.202,459.864,0,0,0,0,0,0,579.166,47.8643,492.405,473.728,175.424,496.256,407.79,308.234,258.609,263.49,590.332
1414,2,3,341.2,454.4,113.2,0,0,341.2,0,0,0,0,340.669,0,0,82.7484,264.59,454.4,117.719,341.814,397.884,294.031,349.339,408.687,561.54
1415,3,70,570.087,590.174,20.0868,0,0,0,0,413.05,340.891,428.71,341.278,570.087,0,417.304,392.88,259.186,192.826,440.1,469.782,493.42,456.556,590.174,522.793
1416,4,50,428.718,435.435,6.71763,0,0,0,0,0,341.432,0,428.718,0,0,229.097,235.344,282.607,131.728,290.3,456.864,376.671,435.435,422.683,422.482
1417,50,1,491.414,508.829,17.4144,491.414,0,341.156,0,0,341.247,0,0,460.521,0,508.829,458.114,512.312,228.509,573.174,434.495,423.932,338.068,529.042,336.679
1418,5,70,341.579,433.158,91.5791,0,0,0,0,0,0,0,0,341.579,0,150.538,115.386,331.564,143.33,307.126,258.944,223.358,206.044,433.158,217.906
1419,10,70,341.268,442.536,101.268,0,0,0,0,0,0,0,0,341.268,0,254.371,147.567,297.835,93.5718,376.727,260.117,292.001,366.436,442.536,318.361
1420,1,70,341.137,634.274,293.137,0,0,0,0,340.946,0,0,0,341.137,0,325.09,225.544,480.926,226.282,533.892,346.125,302.777,554.026,634.274,414.037
1421,10,90,611.17,622.339,11.1696,0,0,0,313.46,340.806,544.357,0,544.224,341.757,611.17,302.302,363.922,469.025,316.921,651.613,556.715,590.541,610.447,573.514,622.339
1422,1,10,639.418,716.836,77.4178,0,313.047,584.248,249.039,341.482,639.418,0,584.22,428.443,0,514.834,364.093,612.495,270.077,500.964,716.836,421.483,660.439,692.886,560.574
1423,4,30,312.965,341.931,28.9654,0,0,0,0,0,0,312.965,0,0,0,324.777,230.659,436.35,254.933,366.905,283.785,341.931,318.344,308.405,391.575
1424,1,70,491.094,582.187,91.0937,0,0,0,0,490.781,0,313.421,0,491.094,0,216.607,201.42,470.303,119.179,651.562,317.467,318.842,290.254,582.187,263.19
1425,5,5,632.018,632.018,632.018,322.411,445.221,313.592,0,584.009,370.033,249.846,313.298,490.736,543.639,432.823,462.442,493.184,150.177,632.018,740.066,421.693,626.596,541.472,677.278
1426,70,70,433.734,433.734,433.734,0,0,0,0,0,249.091,0,249.287,0,0,94.5505,256.221,283.915,68.2315,567.014,496.182,272.215,392.574,433.734,376.714
1427,50,50,617.016,617.016,617.016,0,0,445.099,0,0,322.805,0,322.508,0,0,342.956,320.492,456.198,31.3935,552.275,599.61,270.014,617.016,427.56,497.105
1428,2,3,552.97,673.939,120.97,362.888,401.055,552.97,0,0,0,0,322.75,544.44,0,405.776,438.11,673.939,117.992,514.31,542.172,372.237,465.501,566.88,420.992
1429,50,70,583.892,615.784,31.8918,0,0,0,0,313.012,362.768,400.55,444.628,583.892,0,295.305,206.39,304.394,135.586,390.023,535.537,455.1,577.255,615.784,295.262
1430,30,30,439.199,439.199,439.199,0,0,362.318,0,249.947,401.088,0,0,0,292.527,236.968,370.877,380.636,83.2392,437.894,656.176,439.199,541.583,582.949,585.054
1431,5,70,639.241,770.482,131.241,0,0,401.211,0,444.951,0,0,363.102,639.241,332.436,408.7,223.627,640.422,235.771,533.901,601.645,255.466,562.203,770.482,664.872
1432,4,5,362.303,418.605,56.3025,0,0,0,0,362.303,336.227,0,0,0,0,290.035,263.34,357.771,242.831,418.605,478.454,354.123,283.574,490.092,368.147
1433,4,10,362.473,398.946,36.4729,0,0,0,0,0,362.473,0,0,313.235,0,66.3616,72.8207,559.715,153.553,235.965,398.946,163.889,304.991,486.471,317.659
1434,2,5,400.637,573.275,172.637,0,0,336.308,0,400.637,362.453,0,0,293.858,362.3,184.114,320.997,542.617,108.049,573.275,568.907,250.781,381.181,587.716,492.601
1435,70,70,509.162,509.162,509.162,0,0,362.603,0,401.271,507.647,0,335.689,322.581,0,257.196,284.174,533.205,146.518,462.543,531.294,344.446,497.379,509.162,503.225
1436,3,3,368.365,368.365,368.365,0,0,362.182,0,0,362.186,0,362.895,322.685,0,288.277,192.516,368.365,253.928,523.081,406.371,338.924,509.79,427.371,424.404
1437,70,70,329.755,329.755,329.755,0,0,0,0,0,0,0,0,0,0,198.825,176.081,336.665,20.1242,275.448,377.164,319.667,326.044,329.755,237.42
1438,10,3,559.615,621.23,61.6152,0,0,559.615,0,335.689,306.692,0,0,0,0,206.519,194.732,621.23,70.4032,415.379,345.384,413.642,334.104,409.979,285.744
1439,3,3,313.629,313.629,313.629,0,0,0,0,0,0,0,0,0,0,184.407,48.4231,313.629,48.4231,235.235,336.632,260.498,442.871,407.779,318.29
1440,4,70,362.51,569.02,206.51,0,0,0,0,0,0,0,0,362.51,0,340.288,191.672,396.221,68.4363,458.531,508.24,419.563,445.958,569.02,452.858
1441,70,70,395.463,395.463,395.463,0,0,0,0,362.27,0,0,306.645,362.732,306.881,176.94,186.979,457.383,191.927,498.539,370.341,411.693,353.29,395.463,571.761
1442,70,5,559.705,637.409,77.7045,0,392.494,319.486,0,559.705,263.646,0,557.642,363.015,0,296.478,424.988,638.973,153.411,637.409,269.292,450.034,675.284,498.031,543.322
1443,5,5,403.28,403.28,403.28,0,0,0,0,0,0,0,0,0,0,126.378,165.938,426.339,131.854,403.28,388.309,183.249,531.836,364.069,469.656
1444,5,70,721.187,842.374,121.187,0,0,557.788,0,0,392.554,0,308.05,721.187,0,90.9949,235.658,573.576,27.9645,361.807,581.109,149.419,616.1,842.374,389.888
1445,5,3,617.542,621.083,3.54169,0,0,617.542,0,0,0,392.973,463.166,0,463.345,211.581,211.581,621.083,211.581,393.628,660.092,397.946,646.332,641.949,616.69
1446,1,50,392.737,567.475,174.737,0,0,0,0,306.59,342.821,0,392.737,347.067,0,236.992,252.603,360.659,16.711,445.179,613.643,373.111,567.475,694.135,238.332
1447,50,5,641.184,678.368,37.1842,0,0,345.921,0,641.184,545.606,342.831,392.361,507.562,0,288.158,285.386,691.843,127.875,678.368,669.212,481.662,396.722,671.124,586.284
1448,3,10,643.243,666.486,23.2428,0,271.158,462.45,0,0,643.243,545.619,0,362.512,343.132,482.021,422.315,566.901,241.285,601.566,666.486,577.237,482.602,609.024,596.264
1449,50,50,536.4,536.4,536.4,270.827,0,0,0,0,0,0,0,0,0,279.654,331.099,382.614,269.383,459.908,321.127,400.778,536.4,465.286,478.065
1450,30,3,342.63,423.26,80.6302,0,0,342.63,0,267.34,0,0,0,306.474,0,194.147,232.017,423.26,214.708,534.68,224.657,153.136,496.25,568.947,525.225
1451,50,90,749.473,786.946,37.4729,0,341.233,354.987,0,0,270.504,271.04,0,0,749.473,263.656,604.466,709.975,161.772,739.262,507.009,492.079,476.588,498.089,786.946
1452,90,90,379.837,379.837,379.837,0,0,0,0,342.514,0,0,270.434,0,0,235.436,92.15,358.04,128.416,485.027,327.508,428.193,314.868,485.597,379.837
1453,30,70,617.728,673.456,55.7282,0,341.546,0,0,545.326,0,0,0,617.728,0,268.202,397.091,494.592,180.555,620.652,458.717,366.129,496.346,673.456,601.428
1454,10,90,546.36,582.72,36.36,0,0,0,0,0,341.208,0,0,0,546.36,115.96,460.819,431.65,263.675,548.626,480.416,174.981,181.017,307.27,582.72
1455,90,90,512.576,512.576,512.576,0,429.104,272.727,0,0,0,341.648,0,269.964,0,198.705,472.208,545.455,246.246,423.635,363.771,389.297,253.25,539.929,512.576
1456,30,70,462.876,537.751,74.8755,0,0,0,0,271.198,341.277,0,0,462.876,0,309.095,268.677,525.608,129.503,464.396,364.554,327.005,333.743,537.751,438.082
1457,3,3,595.188,595.188,595.188,0,0,546.594,0,340.701,0,0,341.62,0,341.127,271.442,248.258,595.188,142.852,671.402,467.365,383.867,633.24,380.556,538.253
1458,1,70,392.19,498.379,106.19,0,0,0,0,0,0,0,0,392.19,342.063,191.555,226.212,312.95,45.2156,464.748,277.015,248.104,462.433,498.379,516.125
1459,30,5,341.356,476.712,135.356,0,0,341.025,0,341.356,0,0,0,0,0,175.175,299.841,472.051,65.5048,476.712,329.781,219.096,485.924,326.803,485.375
1460,10,5,341.302,444.605,103.302,0,0,0,0,341.302,0,0,0,0,0,204.063,131.983,178.769,112.572,444.605,166.95,219.148,251.295,373.907,287.609
1461,30,70,343.436,492.872,149.436,0,0,0,0,341.492,342.005,0,341.459,343.436,0,79.9806,128.737,474.482,10.6498,390.985,352.011,223.229,490.918,492.872,208.816
1462,10,10,575.137,575.137,575.137,0,313.564,429.686,0,0,341.569,0,341.814,342.779,342.251,297.716,373.129,537.372,297.921,431.473,575.137,325.466,497.627,505.557,574.502
1463,5,90,341.952,361.904,19.9518,0,0,0,0,0,0,0,0,0,341.952,221.383,374.751,469.061,393.798,272.596,277.163,374.008,438.727,498.253,361.904
1464,10,5,491.797,585.594,93.7971,0,0,341.596,0,491.797,0,0,0,0,344.105,259.927,325.776,627.191,308.524,585.594,478.621,469.087,384.019,557.086,688.21
1465,3,3,487.485,487.485,487.485,0,0,341.743,0,0,313.771,0,313.42,271.009,341.63,312.737,358.286,487.485,217.764,346.14,547.542,250.916,466.839,372.018,603.26
1466,1,5,341.733,347.467,5.73331,0,0,0,0,341.733,0,0,0,0,0,153.219,138.668,87.3054,64.8992,347.467,263.2,103.871,415.602,413.529,492.241
1467,30,5,342.428,474.857,132.428,0,0,0,0,342.428,0,0,0,0,313.129,199.822,296.028,274.583,94.1623,474.857,409.158,188.568,256.736,444.212,566.258
1468,90,90,500.557,500.557,500.557,0,0,0,0,0,0,0,433.926,340.851,491.278,109.535,203.862,400.639,12.9081,324.545,275.683,341.898,437.852,551.702,500.557
1469,90,3,639.487,686.974,47.4869,0,0,639.487,0,358.119,0,0,0,579.359,0,197.402,197.071,686.974,181.923,716.238,279.846,354.045,392.598,648.719,472.181
1470,1,50,584.267,584.534,0.266757,0,0,0,0,342.12,0,0,584.267,341.736,0,112.986,155.268,426.661,57.1559,432.241,255.271,322.984,584.534,527.473,523.9
1471,1,90,434.544,529.087,94.5436,0,0,313.779,0,0,0,0,0,429.46,434.544,231.781,333.763,501.558,264.478,527.51,473.994,332.061,327.171,432.919,529.087
1472,90,50,440.101,638.202,198.101,0,0,0,0,0,0,363.181,440.101,0,0,351.56,206.294,378.192,220.986,553.003,415.148,426.363,638.202,435.108,416.52
1473,1,5,313.543,543.086,229.543,0,0,0,0,313.543,0,0,0,0,0,222.773,238.953,524.548,222.773,543.086,458.605,370.511,356.145,446.949,368.18
1474,50,3,434.49,512.981,78.4904,0,0,434.49,0,313.207,362.648,0,0,0,0,182.721,234.121,512.981,174.398,368.414,369.295,379.008,430.135,444.109,389.135
1475,3,50,363.077,378.153,15.0765,0,0,0,0,0,0,0,363.077,313.446,0,155.012,252.628,247.262,44.6276,307.094,328.317,203.175,378.153,558.893,421.922
1476,90,90,499.126,499.126,499.126,0,0,0,0,434.334,0,0,0,0,439.563,285.902,308.927,332.513,35.5021,548.667,340.724,284.851,345.244,598.275,499.126
1477,90,70,617.23,676.46,59.2301,0,0,584.197,0,0,369.275,0,362.71,617.23,0,209.745,204.436,604.393,174.878,598.69,456.549,410.267,461.42,676.46,378.851
1478,70,50,401.51,587.02,185.51,0,0,0,0,0,0,0,401.51,0,0,183.617,203.839,419.806,43.09,540.456,296.767,302.185,587.02,356.171,572.109
1479,1,90,363.279,378.558,15.2788,0,0,0,0,0,0,0,0,0,363.279,76.6203,131.701,389.58,73.4131,270.377,409.254,226.037,282.124,434.386,378.558
1480,30,70,439.568,509.135,69.5676,0,0,363.001,0,0,314.308,0,0,439.568,363.097,132.643,151.107,380.003,80.5929,294.069,410.615,189.904,221.457,509.135,462.194
1481,30,30,369.801,369.801,369.801,0,0,362.639,0,0,0,0,368.983,0,0,253.454,107.761,403.278,76.9751,501.708,360.59,369.801,525.965,269.257,332.71
1482,90,90,551.23,551.23,551.23,0,0,400.822,0,363.261,395.488,0,329.827,362.747,401.615,269.582,317.159,547.643,340.687,628.522,516.976,421.031,593.654,537.493,551.23
1483,3,3,546.763,546.763,546.763,0,0,509.381,0,510.005,0,0,0,363.455,401.254,391.309,439.348,546.763,181.821,578.01,371.375,401.579,529.501,634.91,462.507
1484,2,2,418.723,418.723,418.723,0,0,0,0,368.718,403.893,0,314.335,400.967,0,400.338,418.723,366.105,222.349,577.436,547.786,256.867,470.671,537.933,333.721
1485,50,50,400.784,400.784,400.784,0,0,330.119,0,330.519,0,0,363.392,368.673,368.516,160.083,257.299,378.239,239.165,469.038,380.127,119.833,400.784,641.346,427.031
1486,30,2,393.492,402.985,9.49244,0,393.492,363.179,0,0,0,0,363.111,0,330.701,150.141,402.985,520.358,266.063,520.042,382.519,220.956,494.222,415.084,659.402
1487,4,90,560.061,676.123,116.061,0,0,395.569,0,314.327,0,0,0,314.16,560.061,212.636,306.492,577.137,70.4657,524.653,329.028,449.969,300.115,574.321,676.123
1488,10,10,633.458,633.458,633.458,0,0,0,0,362.699,0,0,0,0,559.861,319.469,406.762,407.846,356.447,669.397,633.458,523.073,505.253,415.973,583.721
1489,30,30,433.932,433.932,433.932,343.297,0,403.574,0,395.814,0,0,403.506,403.448,314.165,420.594,275.288,513.147,150.365,637.629,490.378,433.932,515.011,470.896,568.33
1490,70,70,764.507,764.507,764.507,0,536.93,0,0,0,537.36,537.063,0,618.254,363.184,601.919,657.859,716.247,309.874,673.689,760.72,590.126,626.347,764.507,666.369
1491,70,70,643.178,643.178,643.178,0,342.747,393.181,0,0,342.737,343.602,0,617.589,395.565,361.855,495.495,628.362,279.356,553.695,571.474,623.204,502.35,643.178,631.13
1492,30,3,642.046,644.091,2.04564,0,0,642.046,0,393.472,0,0,641.365,0,560.531,269.6,466.565,644.091,244.652,432.944,439.691,486.037,702.729,579.338,571.062
1493,3,50,643.451,652.902,9.4509,0,380.691,0,0,0,380.469,380.074,643.451,392.742,403.827,412.06,589.381,623.999,208.709,538.126,452.938,490.149,652.902,617.484,643.654
1494,10,50,643.434,660.867,17.4337,513.185,0,0,0,536.614,0,0,643.434,0,0,570.37,570.37,588.229,393.604,651.229,462.515,609.634,660.867,496.738,610.842
1495,1,1,350.379,350.379,350.379,0,0,0,0,343.249,0,0,0,0,0,350.379,294.909,523.22,256.893,394.499,365.784,386.113,444.219,253.927,492.029
1496,10,30,513.237,534.474,21.2371,0,0,0,0,0,0,513.237,343.111,0,393.147,308.143,353.662,632.667,253.177,541.534,433.186,534.474,488.222,392.455,532.294
1497,3,3,733.954,733.954,733.954,0,0,379.977,0,386.018,463.387,513.435,0,343.018,641.41,421.286,330.453,733.954,370.947,772.035,488.775,542.87,610.967,480.035,754.82
1498,30,30,412.712,412.712,412.712,0,0,0,0,0,0,0,379.931,0,0,249.506,170.35,350.132,321.548,395.071,465.552,412.712,449.863,496.768,612.152
1499,2,90,536.862,577.725,40.8623,0,0,0,0,0,392.809,0,0,380.334,536.862,248.687,249.075,392.735,253.367,450.999,505.618,416.331,461.043,546.669,577.725
1500,50,3,547.145,558.29,11.145,342.029,0,547.145,0,0,341.608,0,0,547.092,537.247,364.058,80.706,558.29,200.267,332.646,499.216,353.677,426.115,668.184,550.494
1501,10,70,512.621,513.242,0.620966,0,0,0,0,0,0,0,0,512.621,343.315,311.617,193.119,491.269,233.812,304.605,331.971,186.988,281.843,513.242,430.631
1502,10,5,595.232,702.464,107.232,0,0,0,0,595.232,343.861,0,463.443,0,0,210.674,76.2598,431.596,232.262,702.464,367.721,279.952,464.887,495.426,397.904
1503,30,10,342.802,355.604,12.802,0,0,0,0,0,342.802,0,0,0,0,152.495,153.682,294.049,127.417,315.514,355.604,292.141,298.678,341.968,407.153
1504,90,90,470.97,470.97,470.97,0,0,0,0,0,0,0,0,341.756,0,139.498,145.006,308.462,130.472,253.082,275.636,260.663,265.825,383.512,470.97
1505,50,70,341.569,467.138,125.569,0,0,341.433,0,0,0,0,0,341.569,0,83.1701,287.901,504.865,115.015,233.692,292.995,154.061,296.164,467.138,473.472
1506,2,2,458.504,458.504,458.504,342.719,0,342.115,0,0,0,342.088,341.32,341.922,392.815,409.439,458.504,396.231,90.3415,546.173,411.047,440.177,382.639,497.844,407.631
1507,90,90,501.529,501.529,501.529,0,0,344.204,0,342.171,342.527,0,344.181,0,341.764,335.623,413.782,474.408,295.968,408.342,551.053,464.142,494.363,469.967,501.529
1508,70,70,603.192,603.192,603.192,0,342.721,0,0,0,342.684,0,0,342.596,342.263,195.512,359.442,526.527,369.212,263.321,513.368,344.723,513.368,603.192,624.527
1509,50,50,551.782,551.782,551.782,0,343.007,342.686,0,0,0,342.292,342.891,342.22,342.215,214.695,348.014,531.372,444.838,395.23,490.771,392.583,551.782,630.441,544.43
1510,30,70,492.759,827.518,334.759,0,0,492.622,435.522,0,0,343.348,341.962,492.759,343.813,437.045,350.888,735.244,437.045,562.868,518.457,478.696,435.925,827.518,591.626
1511,4,70,492.778,499.556,6.77782,0,0,341.777,0,0,0,0,0,492.778,0,389.475,451.651,515.553,421.086,578.807,569.68,463.797,491.594,499.556,550.51
1512,3,3,457.516,457.516,457.516,0,0,342.758,0,0,0,0,0,0,0,205.084,372.097,457.516,239.723,430.63,383.689,439.709,480.224,434.036,384.322
1513,4,90,488.135,494.271,6.13535,0,0,0,0,0,0,0,342.497,0,488.135,69.2252,69.2252,69.2252,56.0577,180.787,321.398,203.97,436.993,430.142,494.271
1514,1,3,501.382,578.763,77.3815,0,0,501.382,0,0,314.249,0,0,0,0,180.599,159.989,578.763,56.0577,253.439,424.498,226.239,316.032,244.298,457.124
1515,4,50,500.569,519.139,18.5695,0,0,0,0,0,0,0,500.569,342.539,0,34.7947,47.547,171.244,47.547,146.243,408.324,177.673,519.139,355.077,248.446
1516,3,3,409.672,409.672,409.672,0,0,0,0,0,0,314.02,0,0,0,100.588,59.0796,409.672,48.003,172.555,158.808,340.041,107.488,395.38,229.039
1517,1,1,235.587,235.587,235.587,0,0,0,0,0,0,0,0,0,0,235.587,107.944,250.891,106.123,159.616,133.074,312.339,371.064,158.93,243.933
1518,1,3,435.456,602.912,167.456,0,0,435.456,0,402.41,0,0,0,0,0,211.401,187.245,602.912,291.248,572.82,372.31,198.035,309.3,476.312,306.316
1519,70,70,586.777,586.777,586.777,0,0,0,0,363.341,402.151,0,314.005,435.389,0,331.452,304.23,319.268,89.6571,608.681,506.301,292.062,432.01,586.777,406.068
1520,70,70,490.904,490.904,490.904,0,401.72,440.183,0,440.488,363.72,0,434.89,435.452,314.025,357.089,525.439,446.366,263.303,610.976,559.439,479.519,519.781,490.904,538.051
1521,3,3,543.751,543.751,543.751,0,363.974,313.876,0,370.501,439.748,402.38,0,435.444,435.438,283.47,429.948,543.751,226.787,399.001,557.495,412.76,427.592,610.888,592.876
1522,3,70,440.641,589.282,148.641,0,0,0,0,0,370.652,363.513,0,440.641,363.885,152.038,150.609,270.785,67.1263,375.719,487.304,409.026,452.656,589.282,497.771
1523,4,70,440.58,605.161,164.58,0,0,0,0,0,0,0,363.858,440.58,0,87.5547,70.9973,343.943,64.4329,383.942,488.481,282.337,407.715,605.161,453.095
1524,50,70,440.187,446.374,6.18723,0,0,0,0,0,0,0,0,440.187,401.56,56.1567,172.47,281.696,89.3004,244.607,405.617,284.339,359.079,446.374,497.12
1525,2,70,440.819,447.637,6.8187,0,0,0,0,401.491,418.747,0,0,440.819,440.396,163.403,206.544,339.282,101.487,428.982,447.495,304.713,346.441,447.637,512.792
1526,90,90,647.499,647.499,647.499,0,0,402.389,0,393.88,400.79,0,0,440.6,370.75,210.073,397.865,514.777,299.672,711.761,471.58,366.562,471.813,511.201,647.499
1527,30,10,394.418,486.836,92.418,0,0,363.34,0,0,394.418,0,0,313.936,370.356,300.781,351.327,496.681,184.025,468.226,486.836,368.037,481.57,455.871,518.711
1528,50,50,444.465,444.465,444.465,0,0,440.159,0,0,394.281,393.567,419.232,434.939,0,283.726,379.101,446.318,159.584,351.795,398.561,535.135,444.465,527.878,402.686
1529,90,5,434.758,505.516,70.7581,0,433.982,370.749,0,434.758,0,0,418.983,363.923,419.211,316.567,437.964,563.499,163.772,505.516,481.844,382.175,501.965,499.847,428.423
1530,70,70,665.562,665.562,665.562,0,0,0,0,0,434.892,0,0,499.781,401.659,67.1156,156.211,451.7,122.577,316.24,487.784,175.067,343.487,665.562,461.318
1531,90,90,298.072,298.072,298.072,0,0,0,0,0,0,0,0,0,0,86.7675,235.247,347.139,103.922,339.898,433.596,475.976,264.474,269.708,298.072
1532,3,70,402.323,456.646,54.3232,0,0,0,0,0,0,0,0,402.323,394.033,183.491,262.682,389.673,192.732,537.907,465.777,428.649,254.654,456.646,426.066
1533,5,5,468.545,468.545,468.545,0,0,393.761,0,0,0,0,0,401.759,0,325.939,244.662,491.522,338.811,468.545,507.437,249.505,396.843,567.519,463.385
1534,30,70,364.192,574.384,210.192,0,0,0,0,0,0,0,0,364.192,0,175.715,142.494,215.277,215.954,295.603,531.361,230.094,371.198,574.384,381.773
1535,5,5,268.972,268.972,268.972,0,0,0,0,0,0,0,0,0,0,104.903,155.997,147.187,120.824,268.972,373.48,58.8987,395.806,266.123,300.901
1536,10,10,423.59,423.59,423.59,0,0,0,0,0,350.795,0,0,369.939,0,87.3148,219.139,420.686,121.685,531.333,423.59,95.447,502.316,391.878,184.126
1537,10,5,643.856,671.713,27.8564,0,0,0,413.293,643.856,351.37,0,351.035,0,642.286,174.078,339.39,463.557,484.585,671.713,460.741,251.151,648.07,546.882,652.571
