Block Number,Proposer ID,Builder ID,Winning Bid Value,Winning Block Value,Reward
1103,24576,3,6.9516e-310,593.129,593.129
1104,24576,10,5.21502e-310,226.414,226.414
1105,24576,3,6.9516e-310,619.581,619.581
1106,24576,2,6.9516e-310,259.806,259.806
1107,24576,3,6.9516e-310,549.27,549.27
1108,24576,70,5.21502e-310,580.749,580.749
1109,24576,4,6.9516e-310,158.667,158.667
1110,24576,4,6.9516e-310,421.923,421.923
1111,24576,70,5.21502e-310,454.514,454.514
1112,24576,10,5.21502e-310,696.788,696.788
1113,24576,1,6.9516e-310,467.157,467.157
1114,24576,2,6.9516e-310,232.531,232.531
1115,24576,90,5.21502e-310,736.434,736.434
1116,24576,50,5.21502e-310,472.536,472.536
1117,24576,1,6.9516e-310,408.791,408.791
1118,24576,30,5.21502e-310,621.758,621.758
1119,24576,50,5.21502e-310,496.678,496.678
1120,24576,3,6.9516e-310,713.49,713.49
1121,24576,2,6.9516e-310,409.62,409.62
1122,24576,5,6.9516e-310,420.593,420.593
1123,24576,90,5.21502e-310,357.534,357.534
1124,24576,1,6.9516e-310,192.178,192.178
1125,24576,90,5.21502e-310,645.311,645.311
1126,24576,50,5.21502e-310,362.933,362.933
1127,24576,3,6.9516e-310,498.952,498.952
1128,24576,4,6.9516e-310,241.681,241.681
1129,24576,90,5.21502e-310,765.968,765.968
1130,24576,3,6.9516e-310,570.914,570.914
1131,24576,3,6.9516e-310,643.334,643.334
1132,24576,5,6.9516e-310,528.755,528.755
1133,24576,30,5.21502e-310,381.02,381.02
1134,24576,3,6.9516e-310,473.697,473.697
1135,24576,5,6.9516e-310,470.87,470.87
1136,24576,2,6.9516e-310,322.846,322.846
1137,24576,4,6.9516e-310,332.663,332.663
1138,24576,50,5.21502e-310,604.585,604.585
1139,24576,90,5.21502e-310,521.984,521.984
1140,24576,30,5.21502e-310,293.722,293.722
1141,24576,2,6.9516e-310,733.7,733.7
1142,24576,4,6.9516e-310,672.587,672.587
1143,24576,70,5.21502e-310,873.636,873.636
1144,24576,4,6.9516e-310,264.149,264.149
1145,24576,3,6.9516e-310,742.237,742.237
1146,24576,5,6.9516e-310,501.331,501.331
1147,24576,10,5.21502e-310,628.203,628.203
1148,24576,5,6.9516e-310,382.343,382.343
1149,24576,2,6.9516e-310,405.912,405.912
1150,24576,70,5.21502e-310,733.401,733.401
1151,24576,30,5.21502e-310,634.126,634.126
1152,24576,5,6.9516e-310,511.216,511.216
1153,24576,3,6.9516e-310,379.883,379.883
1154,24576,30,5.21502e-310,410.92,410.92
1155,24576,50,5.21502e-310,739.107,739.107
1156,24576,30,5.21502e-310,476.299,476.299
1157,24576,2,6.9516e-310,694.018,694.018
1158,24576,1,6.9516e-310,303.953,303.953
1159,24576,70,5.21502e-310,836.551,836.551
1160,24576,70,5.21502e-310,681.972,681.972
1161,24576,5,6.9516e-310,694.671,694.671
1162,24576,5,6.9516e-310,666.499,666.499
1163,24576,4,6.9516e-310,307.1,307.1
1164,24576,1,6.9516e-310,198.849,198.849
1165,24576,30,5.21502e-310,597.501,597.501
1166,24576,10,5.21502e-310,598.379,598.379
1167,24576,2,6.9516e-310,509.758,509.758
1168,24576,4,6.9516e-310,65.464,65.464
1169,24576,5,6.9516e-310,643.452,643.452
1170,24576,4,6.9516e-310,496.346,496.346
1171,24576,5,6.9516e-310,813.114,813.114
1172,24576,30,5.21502e-310,616.583,616.583
1173,24576,2,6.9516e-310,601.967,601.967
1174,24576,70,5.21502e-310,767.177,767.177
1175,24576,10,5.21502e-310,493.14,493.14
1176,24576,70,5.21502e-310,611.236,611.236
1177,24576,2,6.9516e-310,664.107,664.107
1178,24576,10,5.21502e-310,768.244,768.244
1179,24576,1,6.9516e-310,399.618,399.618
1180,24576,50,5.21502e-310,629.435,629.435
1181,24576,30,5.21502e-310,512.317,512.317
1182,24576,70,5.21502e-310,681.271,681.271
1183,24576,90,5.21502e-310,539.002,539.002
1184,24576,2,6.9516e-310,290.064,290.064
1185,24576,70,5.21502e-310,622.98,622.98
1186,24576,1,6.9516e-310,543.908,543.908
1187,24576,70,5.21502e-310,704.104,704.104
1188,24576,30,5.21502e-310,409.479,409.479
1189,24576,50,5.21502e-310,558.082,558.082
1190,24576,30,5.21502e-310,661.375,661.375
1191,24576,50,5.21502e-310,488.892,488.892
1192,24576,1,6.9516e-310,331.069,331.069
1193,24576,10,5.21502e-310,651.638,651.638
1194,24576,2,6.9516e-310,621.725,621.725
1195,24576,50,5.21502e-310,481.861,481.861
1196,24576,50,5.21502e-310,296.278,296.278
1197,24576,2,6.9516e-310,420.533,420.533
1198,24576,3,6.9516e-310,690.368,690.368
1199,24576,2,6.9516e-310,440.744,440.744
1200,24576,90,5.21502e-310,512.879,512.879
1201,24576,2,6.9516e-310,281.523,281.523
1202,24576,2,6.9516e-310,381.72,381.72
1203,24576,1,6.9516e-310,201.412,201.412
1204,24576,70,5.21502e-310,597.439,597.439
1205,24576,30,5.21502e-310,300.776,300.776
1206,24576,2,6.9516e-310,289.349,289.349
1207,24576,3,6.9516e-310,640.112,640.112
1208,24576,70,5.21502e-310,670.129,670.129
1209,24576,1,6.9516e-310,341.435,341.435
1210,24576,2,6.9516e-310,408.956,408.956
1211,24576,70,5.21502e-310,577.53,577.53
1212,24576,10,5.21502e-310,434.743,434.743
1213,24576,5,6.9516e-310,750.978,750.978
1214,24576,3,6.9516e-310,491.335,491.335
1215,24576,3,6.9516e-310,451.948,451.948
1216,24576,1,6.9516e-310,119.909,119.909
1217,24576,10,5.21502e-310,617.971,617.971
1218,24576,70,5.21502e-310,752.443,752.443
1219,24576,50,5.21502e-310,611.608,611.608
1220,24576,3,6.9516e-310,839.364,839.364
1221,24576,50,5.21502e-310,660.454,660.454
1222,24576,4,6.9516e-310,349.675,349.675
1223,24576,1,6.9516e-310,486.314,486.314
1224,24576,3,6.9516e-310,683.586,683.586
1225,24576,10,5.21502e-310,593.598,593.598
1226,24576,30,5.21502e-310,576.992,576.992
1227,24576,70,5.21502e-310,584.387,584.387
1228,24576,3,6.9516e-310,446.19,446.19
1229,24576,50,5.21502e-310,484.78,484.78
1230,24576,3,6.9516e-310,485.589,485.589
1231,24576,2,6.9516e-310,406.939,406.939
1232,24576,10,5.21502e-310,475.66,475.66
1233,24576,50,5.21502e-310,588.211,588.211
1234,24576,30,5.21502e-310,357.497,357.497
1235,24576,30,5.21502e-310,584.518,584.518
1236,24576,30,5.21502e-310,594.526,594.526
1237,24576,90,5.21502e-310,625.809,625.809
1238,24576,2,6.9516e-310,518.23,518.23
1239,24576,90,5.21502e-310,598.557,598.557
1240,24576,2,6.9516e-310,147.99,147.99
1241,24576,1,6.9516e-310,233.535,233.535
1242,24576,70,5.21502e-310,667.374,667.374
1243,24576,1,6.9516e-310,493.585,493.585
1244,24576,5,6.9516e-310,343.297,343.297
1245,24576,70,5.21502e-310,569.826,569.826
1246,24576,1,6.9516e-310,367.828,367.828
1247,24576,1,6.9516e-310,394.177,394.177
1248,24576,90,5.21502e-310,736.582,736.582
1249,24576,30,5.21502e-310,460.561,460.561
1250,24576,3,6.9516e-310,738.948,738.948
1251,24576,3,6.9516e-310,595.768,595.768
1252,24576,10,5.21502e-310,611.745,611.745
1253,24576,4,6.9516e-310,363.702,363.702
1254,24576,30,5.21502e-310,648.16,648.16
1255,24576,30,5.21502e-310,529.278,529.278
1256,24576,10,5.21502e-310,482.264,482.264
1257,24576,50,5.21502e-310,432.929,432.929
1258,24576,2,6.9516e-310,246.023,246.023
1259,24576,4,6.9516e-310,188.442,188.442
1260,24576,90,5.21502e-310,668.999,668.999
1261,24576,5,6.9516e-310,592.747,592.747
1262,24576,5,6.9516e-310,442.489,442.489
1263,24576,30,5.21502e-310,437.006,437.006
1264,24576,4,6.9516e-310,354.408,354.408
1265,24576,5,6.9516e-310,713.573,713.573
1266,24576,4,6.9516e-310,322.332,322.332
1267,24576,3,6.9516e-310,732.447,732.447
1268,24576,2,6.9516e-310,493.072,493.072
1269,24576,30,5.21502e-310,719.296,719.296
1270,24576,70,5.21502e-310,697.099,697.099
1271,24576,1,6.9516e-310,166.998,166.998
1272,24576,4,6.9516e-310,302.265,302.265
1273,24576,5,6.9516e-310,695.134,695.134
1274,24576,70,5.21502e-310,592.345,592.345
1275,24576,3,6.9516e-310,443.727,443.727
1276,24576,3,6.9516e-310,528.787,528.787
1277,24576,3,6.9516e-310,523.228,523.228
1278,24576,30,5.21502e-310,591.047,591.047
1279,24576,5,6.9516e-310,599.316,599.316
1280,24576,30,5.21502e-310,382.776,382.776
1281,24576,1,6.9516e-310,317.228,317.228
1282,24576,30,5.21502e-310,430.505,430.505
1283,24576,70,5.21502e-310,879.321,879.321
1284,24576,3,6.9516e-310,524.209,524.209
1285,24576,10,5.21502e-310,580.029,580.029
1286,24576,2,6.9516e-310,504.823,504.823
1287,24576,1,6.9516e-310,496.33,496.33
1288,24576,5,6.9516e-310,691.767,691.767
1289,24576,30,5.21502e-310,464.339,464.339
1290,24576,4,6.9516e-310,155.805,155.805
1291,24576,90,5.21502e-310,697.132,697.132
1292,24576,5,6.9516e-310,630.722,630.722
1293,24576,1,6.9516e-310,364.148,364.148
1294,24576,4,6.9516e-310,64.4109,64.4109
1295,24576,70,5.21502e-310,898.979,898.979
1296,24576,3,6.9516e-310,621.531,621.531
1297,24576,70,5.21502e-310,661.056,661.056
1298,24576,30,5.21502e-310,453.641,453.641
1299,24576,70,5.21502e-310,677.986,677.986
1300,24576,50,5.21502e-310,407.672,407.672
1301,24576,4,6.9516e-310,215.608,215.608
1302,24576,10,5.21502e-310,698.664,698.664
1303,24576,50,5.21502e-310,745.784,745.784
1304,24576,10,5.21502e-310,658.082,658.082
1305,24576,4,6.9516e-310,263.697,263.697
1306,24576,90,5.21502e-310,649.423,649.423
1307,24576,4,6.9516e-310,347.714,347.714
1308,24576,90,5.21502e-310,514.836,514.836
1309,24576,5,6.9516e-310,606.375,606.375
1310,24576,30,5.21502e-310,449.637,449.637
1311,24576,3,6.9516e-310,547.172,547.172
1312,24576,3,6.9516e-310,444.839,444.839
1313,24576,4,6.9516e-310,217.735,217.735
1314,24576,4,6.9516e-310,193.373,193.373
1315,24576,5,6.9516e-310,705.101,705.101
1316,24576,2,6.9516e-310,467.695,467.695
1317,24576,70,5.21502e-310,653.105,653.105
1318,24576,1,6.9516e-310,265.116,265.116
1319,24576,5,6.9516e-310,558.221,558.221
1320,24576,1,6.9516e-310,376.035,376.035
1321,24576,4,6.9516e-310,288.899,288.899
1322,24576,2,6.9516e-310,345.76,345.76
1323,24576,3,6.9516e-310,654.36,654.36
1324,24576,4,6.9516e-310,137.952,137.952
1325,24576,50,5.21502e-310,588.475,588.475
1326,24576,3,6.9516e-310,716.837,716.837
1327,24576,1,6.9516e-310,404.869,404.869
1328,24576,30,5.21502e-310,500.463,500.463
1329,24576,2,6.9516e-310,491.758,491.758
1330,24576,50,5.21502e-310,864.602,864.602
1331,24576,50,5.21502e-310,422.844,422.844
1332,24576,3,6.9516e-310,678.422,678.422
1333,24576,3,6.9516e-310,383.746,383.746
1334,24576,90,5.21502e-310,618.324,618.324
1335,24576,4,6.9516e-310,179.764,179.764
1336,24576,30,5.21502e-310,647.997,647.997
1337,24576,70,5.21502e-310,800.963,800.963
1338,24576,10,5.21502e-310,556.133,556.133
1339,24576,90,5.21502e-310,684.642,684.642
1340,24576,90,5.21502e-310,224.45,224.45
1341,24576,50,5.21502e-310,691.834,691.834
1342,24576,4,6.9516e-310,480.581,480.581
1343,24576,2,6.9516e-310,676.216,676.216
1344,24576,4,6.9516e-310,247.114,247.114
1345,24576,3,6.9516e-310,563.236,563.236
1346,24576,10,5.21502e-310,465.751,465.751
1347,24576,10,5.21502e-310,370.448,370.448
1348,24576,50,5.21502e-310,548.751,548.751
1349,24576,50,5.21502e-310,546.252,546.252
1350,24576,90,5.21502e-310,627.869,627.869
1351,24576,5,6.9516e-310,635.555,635.555
1352,24576,50,5.21502e-310,259.847,259.847
1353,24576,10,5.21502e-310,360.27,360.27
1354,24576,30,5.21502e-310,560.119,560.12
1355,24576,5,6.9516e-310,650.575,650.575
1356,24576,30,5.21502e-310,432.779,432.779
1357,24576,5,6.9516e-310,604.296,604.296
1358,24576,30,5.21502e-310,370.545,370.545
1359,24576,4,6.9516e-310,146.332,146.332
1360,24576,50,5.21502e-310,608.596,608.596
1361,24576,30,5.21502e-310,691.826,691.826
1362,24576,4,6.9516e-310,207.138,207.138
1363,24576,4,6.9516e-310,361.735,361.735
1364,24576,1,6.9516e-310,585.752,585.752
1365,24576,5,6.9516e-310,585.583,585.583
1366,24576,30,5.21502e-310,335.231,335.231
1367,24576,4,6.9516e-310,305.099,305.099
1368,24576,10,5.21502e-310,738.965,738.965
1369,24576,10,5.21502e-310,610.216,610.216
1370,24576,3,6.9516e-310,698.881,698.881
1371,24576,10,5.21502e-310,572.725,572.725
1372,24576,10,5.21502e-310,453.656,453.656
1373,24576,3,6.9516e-310,413.232,413.232
1374,24576,2,6.9516e-310,532.554,532.554
1375,24576,30,5.21502e-310,493.626,493.626
1376,24576,30,5.21502e-310,644.12,644.12
1377,24576,50,5.21502e-310,586.156,586.156
1378,24576,10,5.21502e-310,493.578,493.578
1379,24576,5,6.9516e-310,580.903,580.903
1380,24576,2,6.9516e-310,182.121,182.121
1381,24576,3,6.9516e-310,578.864,578.864
1382,24576,1,6.9516e-310,223.39,223.39
1383,24576,50,5.21502e-310,679.255,679.255
1384,24576,4,6.9516e-310,275.519,275.519
1385,24576,70,5.21502e-310,602.059,602.059
1386,24576,10,5.21502e-310,387.363,387.363
1387,24576,2,6.9516e-310,284.029,284.029
1388,24576,5,6.9516e-310,842.522,842.522
1389,24576,2,6.9516e-310,383.288,383.288
1390,24576,10,5.21502e-310,693.98,693.98
1391,24576,30,5.21502e-310,460.819,460.819
1392,24576,4,6.9516e-310,804.879,804.879
1393,24576,50,5.21502e-310,529.4,529.4
1394,24576,50,5.21502e-310,579.577,579.577
1395,24576,5,6.9516e-310,567.712,567.712
1396,24576,5,6.9516e-310,453.068,453.068
1397,24576,4,6.9516e-310,270.197,270.197
1398,24576,10,5.21502e-310,571.342,571.342
1399,24576,2,6.9516e-310,308.629,308.629
1400,24576,2,6.9516e-310,456.69,456.69
1401,24576,5,6.9516e-310,691.616,691.616
1402,24576,90,5.21502e-310,532.263,532.263
1403,24576,5,6.9516e-310,650.913,650.913
1404,24576,70,5.21502e-310,606.163,606.163
1405,24576,70,5.21502e-310,628.157,628.157
1406,24576,50,5.21502e-310,581.703,581.703
1407,24576,70,5.21502e-310,315.586,315.586
1408,24576,1,6.9516e-310,361.879,361.879
1409,24576,4,6.9516e-310,122.804,122.804
1410,24576,10,5.21502e-310,695.466,695.466
1411,24576,30,5.21502e-310,506.246,506.246
1412,24576,1,6.9516e-310,472.599,472.599
1413,24576,3,6.9516e-310,655.633,655.633
1414,24576,2,6.9516e-310,407.858,407.858
1415,24576,2,6.9516e-310,192.816,192.816
1416,24576,30,5.21502e-310,583.892,583.892
1417,24576,10,5.21502e-310,656.674,656.674
1418,24576,10,5.21502e-310,497.77,497.77
1419,24576,1,6.9516e-310,296.044,296.044
1420,24576,3,6.9516e-310,631.871,631.871
1421,24576,4,6.9516e-310,269.317,269.317
1422,24576,30,5.21502e-310,601.727,601.727
1423,24576,90,5.21502e-310,781.291,781.291
1424,24576,4,6.9516e-310,549.886,549.886
1425,24576,3,6.9516e-310,415.406,415.406
1426,24576,50,5.21502e-310,629.663,629.663
1427,24576,10,5.21502e-310,516.689,516.689
1428,24576,4,6.9516e-310,233.591,233.591
1429,24576,10,5.21502e-310,752.308,752.308
1430,24576,70,5.21502e-310,643.439,643.439
1431,24576,70,5.21502e-310,581.127,581.127
1432,24576,30,5.21502e-310,584.145,584.145
1433,24576,50,5.21502e-310,468.614,468.614
1434,24576,1,6.9516e-310,438.55,438.55
1435,24576,1,6.9516e-310,282.874,282.874
1436,24576,90,5.21502e-310,636.177,636.177
1437,24576,70,5.21502e-310,570.421,570.421
1438,24576,4,6.9516e-310,289.195,289.195
1439,24576,1,6.9516e-310,522.851,522.851
1440,24576,5,6.9516e-310,766.36,766.36
1441,24576,2,6.9516e-310,522.182,522.182
1442,24576,50,5.21502e-310,842.93,842.93
1443,24576,30,5.21502e-310,456.137,456.137
1444,24576,30,5.21502e-310,371.162,371.162
1445,24576,1,6.9516e-310,607.953,607.953
1446,24576,50,5.21502e-310,535.472,535.472
1447,24576,5,6.9516e-310,692.525,692.525
1448,24576,3,6.9516e-310,273.311,273.311
1449,24576,50,5.21502e-310,385.787,385.787
1450,24576,3,6.9516e-310,607.131,607.131
1451,24576,5,6.9516e-310,594.624,594.624
1452,24576,50,5.21502e-310,652.828,652.828
1453,24576,3,6.9516e-310,587.535,587.535
1454,24576,50,5.21502e-310,308.226,308.226
1455,24576,10,5.21502e-310,458.605,458.605
1456,24576,90,5.21502e-310,562.11,562.11
1457,24576,3,6.9516e-310,491.724,491.724
1458,24576,2,6.9516e-310,90.0205,90.0205
1459,24576,4,6.9516e-310,287.947,287.947
1460,24576,30,5.21502e-310,568.739,568.739
1461,24576,3,6.9516e-310,767.617,767.617
1462,24576,3,6.9516e-310,583.385,583.385
1463,24576,10,5.21502e-310,497.405,497.405
1464,24576,10,5.21502e-310,393.974,393.974
1465,24576,4,6.9516e-310,312.718,312.718
1466,24576,2,6.9516e-310,491.081,491.081
1467,24576,70,5.21502e-310,545.49,545.49
1468,24576,90,5.21502e-310,579.039,579.039
1469,24576,3,6.9516e-310,722.846,722.846
1470,24576,30,5.21502e-310,518.779,518.779
1471,24576,2,6.9516e-310,578.078,578.078
1472,24576,50,5.21502e-310,727.53,727.53
1473,24576,3,6.9516e-310,617.251,617.251
1474,24576,50,5.21502e-310,421.489,421.489
1475,24576,1,6.9516e-310,664.892,664.892
1476,24576,70,5.21502e-310,530.057,530.057
1477,24576,50,5.21502e-310,495.827,495.827
1478,24576,70,5.21502e-310,654.325,654.325
1479,24576,30,5.21502e-310,414.041,414.041
1480,24576,3,6.9516e-310,548.609,548.609
1481,24576,50,5.21502e-310,375.696,375.696
1482,24576,30,5.21502e-310,237.743,237.743
1483,24576,30,5.21502e-310,201.237,201.237
1484,24576,1,6.9516e-310,548.923,548.923
1485,24576,2,6.9516e-310,210.978,210.978
1486,24576,90,5.21502e-310,533.119,533.119
1487,24576,1,6.9516e-310,374.626,374.626
1488,24576,70,5.21502e-310,654.414,654.414
1489,24576,2,6.9516e-310,555.008,555.008
1490,24576,2,6.9516e-310,147.747,147.747
1491,24576,90,5.21502e-310,760.152,760.152
1492,24576,30,5.21502e-310,278.261,278.261
1493,24576,4,6.9516e-310,329.527,329.527
1494,24576,70,5.21502e-310,785.174,785.174
1495,24576,70,5.21502e-310,594.617,594.617
1496,24576,90,5.21502e-310,674.494,674.494
1497,24576,90,5.21502e-310,541.679,541.679
1498,24576,10,5.21502e-310,588.725,588.725
1499,24576,3,6.9516e-310,573.464,573.464
1500,24576,30,5.21502e-310,476.673,476.673
1501,24576,30,5.21502e-310,491.539,491.539
1502,24576,1,6.9516e-310,513.085,513.085
1503,24576,70,5.21502e-310,572.799,572.799
1504,24576,1,6.9516e-310,429.141,429.141
1505,24576,70,5.21502e-310,574.231,574.231
1506,24576,5,6.9516e-310,371.401,371.401
1507,24576,70,5.21502e-310,609.373,609.372
1508,24576,50,5.21502e-310,530.525,530.525
1509,24576,2,6.9516e-310,486.704,486.704
1510,24576,90,5.21502e-310,680.699,680.699
1511,24576,70,5.21502e-310,572.739,572.739
1512,24576,2,6.9516e-310,213.404,213.404
1513,24576,90,5.21502e-310,608.51,608.51
1514,24576,3,6.9516e-310,509.643,509.643
1515,24576,2,6.9516e-310,262.643,262.643
1516,24576,10,5.21502e-310,810.12,810.12
1517,24576,30,5.21502e-310,348.149,348.149
1518,24576,50,5.21502e-310,689.349,689.349
1519,24576,10,5.21502e-310,619.552,619.552
1520,24576,5,6.9516e-310,537.305,537.305
1521,24576,5,6.9516e-310,665.839,665.839
1522,24576,90,5.21502e-310,569.773,569.773
1523,24576,4,6.9516e-310,539.929,539.929
1524,24576,90,5.21502e-310,662.353,662.353
1525,24576,70,5.21502e-310,575.222,575.222
1526,24576,90,5.21502e-310,660.121,660.121
1527,24576,1,6.9516e-310,377.631,377.631
1528,24576,50,5.21502e-310,558.197,558.197
1529,24576,3,6.9516e-310,343.902,343.902
1530,24576,1,6.9516e-310,224.58,224.58
1531,24576,90,5.21502e-310,734.96,734.959
1532,24576,70,5.21502e-310,476.393,476.393
1533,24576,4,6.9516e-310,221.902,221.902
1534,24576,70,5.21502e-310,458.285,458.285
1535,24576,4,6.9516e-310,140.437,140.437
1536,24576,4,6.9516e-310,630.742,630.742
1537,24576,90,5.21502e-310,656.915,656.915
1538,24576,5,6.9516e-310,634.425,634.425
1539,24576,2,6.9516e-310,279.637,279.637
1540,24576,4,6.9516e-310,133.392,133.392
1541,24576,10,5.21502e-310,709.161,709.161
1542,24576,50,5.21502e-310,681.999,681.999
1543,24576,5,6.9516e-310,690.947,690.947
1544,24576,10,5.21502e-310,505.031,505.031
1545,24576,90,5.21502e-310,534.618,534.618
1546,24576,4,6.9516e-310,151.052,151.052
1547,24576,90,5.21502e-310,663.454,663.454
1548,24576,3,6.9516e-310,678.461,678.461
1549,24576,4,6.9516e-310,292.45,292.45
1550,24576,30,5.21502e-310,469.906,469.906
1551,24576,3,6.9516e-310,748.469,748.469
1552,24576,1,6.9516e-310,608.06,608.06
1553,24576,10,5.21502e-310,498.797,498.797
1554,24576,1,6.9516e-310,274.531,274.531
1555,24576,90,5.21502e-310,850.559,850.559
1556,24576,4,6.9516e-310,434.991,434.991
1557,24576,5,6.9516e-310,589.891,589.891
1558,24576,5,6.9516e-310,406.413,406.413
1559,24576,50,5.21502e-310,636.243,636.243
1560,24576,10,5.21502e-310,464.02,464.02
1561,24576,5,6.9516e-310,469.752,469.751
1562,24576,3,6.9516e-310,577.911,577.911
1563,24576,5,6.9516e-310,438.92,438.92
1564,24576,50,5.21502e-310,365.962,365.962
1565,24576,70,5.21502e-310,764.344,764.344
1566,24576,4,6.9516e-310,356.964,356.964
1567,24576,70,5.21502e-310,854.441,854.441
1568,24576,10,5.21502e-310,628.214,628.214
1569,24576,1,6.9516e-310,283.032,283.032
1570,24576,90,5.21502e-310,637.435,637.435
1571,24576,90,5.21502e-310,608.184,608.184
1572,24576,3,6.9516e-310,735.019,735.019
1573,24576,10,5.21502e-310,550.062,550.062
1574,24576,10,5.21502e-310,432.63,432.63
1575,24576,90,5.21502e-310,377.486,377.486
1576,24576,90,5.21502e-310,760.569,760.569
1577,24576,30,5.21502e-310,452.465,452.465
1578,24576,30,5.21502e-310,294.376,294.376
1579,24576,1,6.9516e-310,574.186,574.186
1580,24576,70,5.21502e-310,871.307,871.307
1581,24576,90,5.21502e-310,633.938,633.938
1582,24576,50,5.21502e-310,537.427,537.427
1583,24576,90,5.21502e-310,633.487,633.487
1584,24576,2,6.9516e-310,357.01,357.01
1585,24576,5,6.9516e-310,744.801,744.801
1586,24576,70,5.21502e-310,641.176,641.176
1587,24576,2,6.9516e-310,333.052,333.052
1588,24576,50,5.21502e-310,328.987,328.987
1589,24576,5,6.9516e-310,720.513,720.513
1590,24576,30,5.21502e-310,346.242,346.242
1591,24576,50,5.21502e-310,721.797,721.797
1592,24576,5,6.9516e-310,596.047,596.047
1593,24576,70,5.21502e-310,389.736,389.736
1594,24576,70,5.21502e-310,338.698,338.698
1595,24576,4,6.9516e-310,135.101,135.101
1596,24576,3,6.9516e-310,602.687,602.687
1597,24576,5,6.9516e-310,610.26,610.26
1598,24576,50,5.21502e-310,499.679,499.679
1599,24576,4,6.9516e-310,585.857,585.857
1600,24576,10,5.21502e-310,567.406,567.406
1601,24576,10,5.21502e-310,590.708,590.708
1602,24576,10,5.21502e-310,434.681,434.681
1603,24576,2,6.9516e-310,587.076,587.076
1604,24576,4,6.9516e-310,525.296,525.296
1605,24576,3,6.9516e-310,626.029,626.029
1606,24576,5,6.9516e-310,393.497,393.497
1607,24576,30,5.21502e-310,338.821,338.821
1608,24576,90,5.21502e-310,639.415,639.415
1609,24576,10,5.21502e-310,324.761,324.761
1610,24576,3,6.9516e-310,717.275,717.275
1611,24576,30,5.21502e-310,492.522,492.522
1612,24576,10,5.21502e-310,628.831,628.831
1613,24576,10,5.21502e-310,337.839,337.839
1614,24576,3,6.9516e-310,495.181,495.181
1615,24576,30,5.21502e-310,208.833,208.833
1616,24576,2,6.9516e-310,607.56,607.56
1617,24576,10,5.21502e-310,353.932,353.932
1618,24576,30,5.21502e-310,448.594,448.594
1619,24576,30,5.21502e-310,452.079,452.079
1620,24576,50,5.21502e-310,697.874,697.874
1621,24576,50,5.21502e-310,449.069,449.069
1622,24576,30,5.21502e-310,482.266,482.266
1623,24576,90,5.21502e-310,566.74,566.74
1624,24576,1,6.9516e-310,208.53,208.53
1625,24576,30,5.21502e-310,531.689,531.689
1626,24576,30,5.21502e-310,466.099,466.099
1627,24576,10,5.21502e-310,595.292,595.292
1628,24576,3,6.9516e-310,700.929,700.929
1629,24576,50,5.21502e-310,231.763,231.763
1630,24576,10,5.21502e-310,658.196,658.196
1631,24576,90,5.21502e-310,522.102,522.102
1632,24576,10,5.21502e-310,554.386,554.386
1633,24576,3,6.9516e-310,504.048,504.048
1634,24576,1,6.9516e-310,354.552,354.552
1635,24576,1,6.9516e-310,347.048,347.048
1636,24576,1,6.9516e-310,309.774,309.774
1637,24576,90,5.21502e-310,696.64,696.64
1638,24576,3,6.9516e-310,747.429,747.429
1639,24576,90,5.21502e-310,517.615,517.615
1640,24576,90,5.21502e-310,374.921,374.921
1641,24576,1,6.9516e-310,224.96,224.96
1642,24576,70,5.21502e-310,663.277,663.277
1643,24576,3,6.9516e-310,577.538,577.538
1644,24576,1,6.9516e-310,643.216,643.216
1645,24576,50,5.21502e-310,687.994,687.994
1646,24576,5,6.9516e-310,332.094,332.094
1647,24576,30,5.21502e-310,572.193,572.193
1648,24576,4,6.9516e-310,503.217,503.217
1649,24576,70,5.21502e-310,615.283,615.283
1650,24576,30,5.21502e-310,634.858,634.858
1651,24576,10,5.21502e-310,601.729,601.729
1652,24576,4,6.9516e-310,321.885,321.885
1653,24576,30,5.21502e-310,547.324,547.324
1654,24576,1,6.9516e-310,444.677,444.677
1655,24576,10,5.21502e-310,794.704,794.704
1656,24576,3,6.9516e-310,517.631,517.631
1657,24576,10,5.21502e-310,430.268,430.268
1658,24576,70,5.21502e-310,675.887,675.886
1659,24576,70,5.21502e-310,541.351,541.351
1660,24576,70,5.21502e-310,547.924,547.924
1661,24576,10,5.21502e-310,417.878,417.878
1662,24576,70,5.21502e-310,572.932,572.932
1663,24576,30,5.21502e-310,462.129,462.129
1664,24576,4,6.9516e-310,209.349,209.349
1665,24576,2,6.9516e-310,642.556,642.556
1666,24576,70,5.21502e-310,452.006,452.006
1667,24576,30,5.21502e-310,421.867,421.867
1668,24576,4,6.9516e-310,176.01,176.01
1669,24576,1,6.9516e-310,417.81,417.81
1670,24576,10,5.21502e-310,692.139,692.139
1671,24576,70,5.21502e-310,653.166,653.166
1672,24576,4,6.9516e-310,120.898,120.898
1673,24576,10,5.21502e-310,602.113,602.113
1674,24576,90,5.21502e-310,619.227,619.227
1675,24576,30,5.21502e-310,509.88,509.88
1676,24576,2,6.9516e-310,554.266,554.266
1677,24576,70,5.21502e-310,719.507,719.507
1678,24576,10,5.21502e-310,274.055,274.055
1679,24576,1,6.9516e-310,431.384,431.384
1680,24576,90,5.21502e-310,651.114,651.114
1681,24576,1,6.9516e-310,316.466,316.466
1682,24576,2,6.9516e-310,499.454,499.454
1683,24576,3,6.9516e-310,716.171,716.171
